Apelido,AtletaID,Rodada,Posicao,Status,Pontos,Preco,PrecoVariacao,PontosMedia,ClubeID,FC,FD,FF,FS,G,I,RB,CA,PE,A,SG,DD,FT,GS,CV,GC,PP,DP,Participou,ano,avg.A,avg.A.l05,avg.CA,avg.CV.l05,avg.DD,avg.DD.l05,avg.DP,avg.DP.l05,avg.FC,avg.FC.l05,avg.FD,avg.FD.l05,avg.FF,avg.FF.l05,avg.FS,avg.FS.l05,avg.FT,avg.FT.l05,avg.G,avg.G.l05,avg.GC,avg.GC.l05,avg.GS,avg.GS.l05,avg.I,avg.I.l05,avg.PE,avg.PE.l05,avg.PP,avg.PP.l05,avg.Points,avg.RB,avg.RB.l05,avg.SG,avg.SG.l05,avg.last05,away.score.x,dia,home.attack,home.defend,home.score.x,mes,pred.away.score,pred.home.score,risk_points,Jogos,variable
Douglas,63128,17,zag,Provável,-0.5,7.68,-0.4,3.41,Chapecoense,19.0,0.0,3.0,10.0,0.0,0.0,24.0,2.0,11.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Ronaldo Alves,68950,17,zag,Provável,1.0,6.68,-1.06,3.28,Sport,13.0,1.0,7.0,20.0,0.0,1.0,20.0,3.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Kieza,68930,17,ata,Provável,3.0,7.71,-0.33,4.47,Botafogo,16.0,10.0,10.0,24.0,5.0,5.0,8.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Moisés,63158,17,mei,Nulo,5.8,6.3,0.74,2.51,Palmeiras,18.0,4.0,4.0,17.0,1.0,0.0,21.0,4.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Santos,69012,17,gol,Provável,4.7,9.57,0.36,4.14,Atlético-PR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,22.0,0.0,16.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Carlinhos,63194,17,lat,Provável,5.4,11.6,0.52,4.27,América-MG,15.0,5.0,3.0,7.0,1.0,1.0,8.0,2.0,19.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Edenílson,63289,17,mei,Provável,10.0,10.19,1.4,2.94,Internacional,7.0,2.0,6.0,13.0,1.0,0.0,15.0,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Rodrigo Moledo,63354,17,zag,Provável,4.4,12.04,-0.12,5.82,Internacional,13.0,1.0,4.0,10.0,1.0,1.0,21.0,2.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Luan,63219,17,ata,Nulo,5.2,15.1,0.59,5.37,Atlético-MG,25.0,4.0,9.0,12.0,2.0,2.0,48.0,3.0,45.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Manoel,69014,17,zag,Provável,7.4,5.56,1.51,2.88,Cruzeiro,5.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Marcelo Cirino,69022,17,ata,Provável,3.9,6.83,-0.39,6.8,Atlético-PR,2.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Deivid,69018,17,mei,Provável,3.5,2.81,0.49,1.07,Sport,17.0,1.0,0.0,17.0,0.0,0.0,15.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Jean,62047,17,lat,Provável,1.0,5.54,-0.02,2.16,Palmeiras,5.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Rafael Galhardo,68821,17,lat,Dúvida,-0.3,2.45,-0.31,0.69,Vasco,6.0,2.0,4.0,7.0,0.0,1.0,5.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Marcelo Lomba,68872,17,gol,Provável,13.7,8.97,1.5,8.63,Internacional,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Paulo Miranda,68817,17,zag,Provável,5.7,7.86,1.11,5.4,Grêmio,4.0,0.0,2.0,5.0,0.0,0.0,9.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Rodrigo Pimpão,68901,17,ata,Provável,0.8,4.2,0.02,1.99,Botafogo,9.0,3.0,4.0,14.0,1.0,0.0,13.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Paulo Victor,68873,17,gol,Provável,4.7,6.4,1.05,1.8,Grêmio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Diego Souza,68911,17,mei,Provável,2.0,11.8,-0.49,4.99,São Paulo,19.0,6.0,9.0,21.0,6.0,7.0,3.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Bruno Silva,68698,17,mei,Suspenso,0.5,6.35,-0.55,2.33,Cruzeiro,15.0,1.0,10.0,4.0,1.0,0.0,12.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Sidão,70222,17,gol,Provável,0.7,10.12,-1.35,3.86,São Paulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,20.0,0.0,14.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Dodô,68727,17,lat,Provável,6.3,12.3,0.61,4.03,Santos,7.0,2.0,4.0,22.0,0.0,1.0,34.0,3.0,54.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Nikão,69705,17,mei,Nulo,-0.1,10.75,-0.81,2.69,Atlético-PR,10.0,8.0,9.0,19.0,1.0,4.0,8.0,2.0,35.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Martín Silva,69249,17,gol,Provável,-4.3,5.38,0.39,0.12,Vasco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Fellipe Bastos,70116,17,mei,Provável,8.1,10.39,0.98,4.85,Sport,23.0,13.0,19.0,15.0,1.0,1.0,34.0,1.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Fillipe Soutto,70581,17,mei,Provável,-1.8,2.99,-0.46,-0.25,Vitória,10.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Victor Ferraz,70046,17,lat,Provável,4.7,9.64,1.05,3.84,Santos,8.0,4.0,1.0,3.0,1.0,4.0,21.0,1.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Joao Rojas,70784,17,ata,Provável,12.0,10.3,1.84,6.5,São Paulo,5.0,1.0,3.0,7.0,1.0,2.0,10.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Uribe,78415,17,ata,Dúvida,1.7,7.85,-1.91,4.38,Flamengo,2.0,1.0,5.0,1.0,1.0,3.0,3.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Léo,69177,17,lat,Nulo,0.2,3.27,-0.69,1.54,Fluminense,12.0,0.0,1.0,8.0,0.0,2.0,8.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Bressan,72491,17,zag,Contundido,5.2,10.48,0.94,5.24,Grêmio,17.0,0.0,2.0,8.0,1.0,0.0,17.0,1.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Vitinho,78435,17,ata,Dúvida,5.2,13.47,-1.53,5.2,Flamengo,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Pablo,69138,17,ata,Suspenso,-0.9,9.5,-2.39,3.98,Atlético-PR,31.0,8.0,16.0,11.0,4.0,13.0,21.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Renê,78445,17,lat,Suspenso,1.9,13.01,-0.26,6.26,Flamengo,20.0,3.0,2.0,16.0,0.0,1.0,44.0,3.0,58.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Eduardo Brock,78654,17,zag,Nulo,1.7,4.76,-0.2,3.63,Ceará,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Bryan,78632,17,lat,Provável,-0.7,5.07,0.26,0.35,Vitória,9.0,0.0,1.0,9.0,0.0,0.0,2.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Reinaldo,78850,17,lat,Provável,2.9,11.29,-1.17,5.79,São Paulo,23.0,5.0,9.0,12.0,2.0,1.0,21.0,2.0,38.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Thiago Santos,78855,17,mei,Provável,-1.7,6.88,-0.23,3.55,Palmeiras,16.0,1.0,0.0,10.0,1.0,0.0,22.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Rodrigo Dourado,78865,17,mei,Provável,4.2,10.52,0.7,3.02,Internacional,43.0,3.0,1.0,17.0,0.0,1.0,50.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Luiz Felipe,79035,17,zag,Provável,2.3,3.34,0.63,0.25,Santos,4.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Richard,78851,17,gol,Provável,-2.0,2.98,-1.2,-0.5,Paraná,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Gabriel,73515,17,mei,Provável,5.5,6.89,0.82,3.11,Sport,10.0,5.0,8.0,24.0,2.0,2.0,14.0,1.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Tiago ,79042,17,zag,Provável,2.8,7.92,0.21,3.57,Bahia,23.0,4.0,8.0,12.0,1.0,2.0,17.0,2.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Torito González,73703,17,mei,Provável,0.2,4.59,-0.24,2.63,Paraná,19.0,2.0,5.0,26.0,0.0,0.0,23.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Bruno Alves,73620,17,zag,Nulo,3.5,10.52,-0.99,4.4,São Paulo,15.0,1.0,1.0,4.0,1.0,3.0,18.0,3.0,12.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Lucas Romero,84558,17,mei,Nulo,2.4,5.06,0.37,2.18,Cruzeiro,18.0,2.0,2.0,11.0,0.0,1.0,24.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Fabiano,79887,17,lat,Provável,4.0,8.73,-0.69,3.97,Internacional,8.0,0.0,3.0,1.0,0.0,0.0,13.0,2.0,29.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Víctor Cuesta,79113,17,zag,Dúvida,5.3,18.3,-0.76,7.97,Internacional,18.0,0.0,1.0,13.0,2.0,1.0,53.0,5.0,29.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Reina,70118,17,mei,Nulo,-0.8,1.36,0.09,-0.31,Ceará,8.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Bruno Henrique,70944,17,mei,Nulo,0.7,11.27,-2.27,6.52,Palmeiras,40.0,1.0,9.0,25.0,5.0,0.0,40.0,3.0,34.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Canteros,73918,17,mei,Nulo,2.8,7.99,0.47,2.66,Chapecoense,18.0,2.0,4.0,13.0,2.0,0.0,26.0,2.0,65.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Mancuello,71066,17,mei,Provável,6.0,3.58,1.42,0.75,Cruzeiro,11.0,6.0,4.0,5.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Vinícius,71162,17,mei,Provável,-0.2,4.81,0.15,1.77,Bahia,10.0,8.0,16.0,7.0,2.0,1.0,7.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Kelvin,71549,17,ata,Nulo,0.5,5.65,0.2,2.01,Vasco,4.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Rayan,73923,17,zag,Provável,-0.4,2.92,-0.17,1.96,Paraná,14.0,1.0,5.0,10.0,0.0,2.0,16.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Desábato,73936,17,mei,Provável,3.4,8.2,0.91,3.27,Vasco,23.0,0.0,2.0,12.0,0.0,0.0,42.0,1.0,38.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Geuvânio,73896,17,ata,Nulo,-0.3,4.33,-0.27,1.8,Flamengo,6.0,3.0,1.0,1.0,0.0,1.0,7.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Lucho González,71479,17,mei,Nulo,3.4,4.56,0.84,0.74,Atlético-PR,13.0,2.0,2.0,3.0,0.0,3.0,20.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Alison,73974,17,mei,Provável,0.4,7.69,-0.04,2.81,Santos,18.0,0.0,2.0,13.0,0.0,0.0,29.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Bruno Peres,73962,17,lat,Provável,0.6,9.15,-0.91,3.4,São Paulo,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Rodinei,73992,17,lat,Dúvida,1.0,12.82,0.16,5.17,Flamengo,9.0,4.0,4.0,25.0,0.0,1.0,19.0,2.0,24.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Weverton,71631,17,gol,Provável,11.0,8.87,1.39,2.7,Palmeiras,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
